GPRMC,utc时间:01时32分38秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分44秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1058

 GPRMC,utc时间:01时34分45秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分45秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时34分46秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分46秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时34分47秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分47秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时34分48秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分48秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时34分49秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分49秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时34分50秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分50秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时34分51秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分51秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分52秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分52秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分53秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分53秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分54秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分54秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分55秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分55秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分56秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分56秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分57秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分57秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分58秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分58秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时34分59秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时34分59秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1058

 GPRMC,utc时间:01时35分00秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分00秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1058

 GPRMC,utc时间:01时35分01秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分01秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时35分02秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分02秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时35分03秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分03秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时35分04秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分04秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时35分05秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分05秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时35分06秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分06秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分07秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分07秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分08秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分08秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分09秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分09秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分10秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分10秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时35分11秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分11秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1058

 GPRMC,utc时间:01时35分12秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分12秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分13秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分13秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分14秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分14秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分15秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分15秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分16秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分16秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1056

 GPRMC,utc时间:01时35分17秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分17秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1056

 GPRMC,utc时间:01时35分18秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分18秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1056

 GPRMC,utc时间:01时35分19秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分19秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分20秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分20秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时35分21秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分21秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分22秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分22秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分23秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分23秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分24秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分24秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分25秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分25秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分26秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分26秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分27秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分27秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分28秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分28秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分29秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分29秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分30秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分30秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分31秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分31秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分32秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分32秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分33秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分33秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分34秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分34秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分35秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分35秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分36秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分36秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分37秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分37秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分38秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分38秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分39秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分39秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分40秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分40秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分41秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分41秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分42秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分42秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分43秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分43秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分44秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分44秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分45秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分45秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分46秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分46秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分47秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分47秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分48秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分48秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分49秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分49秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分50秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分50秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分51秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分51秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分52秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分52秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分53秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分53秒  正确纬度:40度47分  正确经度:111度41分  卫星07 高度1057

 GPRMC,utc时间:01时35分54秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分54秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分55秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分55秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分56秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分56秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分57秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分57秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分58秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分58秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时35分59秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时35分59秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分00秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分00秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分01秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分01秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分02秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分02秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分03秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分03秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分04秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分04秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分05秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分05秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分06秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分06秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分07秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分07秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分08秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分08秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分09秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分09秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分10秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分10秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分11秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分11秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分12秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分12秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分13秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分13秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分14秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分14秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分15秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分15秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分16秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分16秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分17秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分17秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分18秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分18秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分19秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分19秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分20秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分20秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分21秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分21秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分22秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分22秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分23秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分23秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分24秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分24秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分25秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分25秒  正确纬度:40度47分  正确经度:111度41分  卫星08 高度1057

 GPRMC,utc时间:01时36分26秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分26秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分27秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分27秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分28秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分28秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分29秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分29秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分30秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分30秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时36分31秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分31秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分32秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分32秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分33秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分33秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分34秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分34秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分35秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分35秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分36秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分36秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分37秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分37秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分38秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分38秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分39秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分39秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分40秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分40秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分41秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分41秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分42秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分42秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分43秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分43秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分44秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分44秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分45秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分45秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分46秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分46秒  正确纬度:40度47分  正确经度:111度41分  卫星09 高度1057

 GPRMC,utc时间:01时36分47秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分47秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时36分48秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分48秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时36分49秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分49秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

 GPRMC,utc时间:01时36分50秒  正确纬度:40度47分  正确经度:111度41分  正确日期:2017年05月10日
GPGGA,utc时间:01时36分50秒  正确纬度:40度47分  正确经度:111度41分  卫星10 高度1057

